case_id,input_text,disease_label,split,difficulty,source_page,source_basis,generation_type
T1_0309,"The symptom pattern includes nasal symptoms may occur, an eruptive illness develops, and dryness occurs.",Masurika,train,medium,308,"smallpox-like eruptive illness with fever, dryness, body ache, joint discomfort, loss of appetite, chills, headache and nasal symptoms as preceding features",controlled paraphrase from source-derived profile
T1_0310,"A typical presentation may include fever occurs before the eruption, while dryness occurs and joint discomfort occurs are also observed.",Masurika,train,medium,308,"smallpox-like eruptive illness with fever, dryness, body ache, joint discomfort, loss of appetite, chills, headache and nasal symptoms as preceding features",controlled paraphrase from source-derived profile
T1_0311,The case shows body ache is present; associated findings include joint discomfort occurs and chills or gooseflesh occur.,Masurika,validation,hard,308,"smallpox-like eruptive illness with fever, dryness, body ache, joint discomfort, loss of appetite, chills, headache and nasal symptoms as preceding features",controlled paraphrase from source-derived profile
T1_0312,The patient has appetite is reduced and chills or gooseflesh occur; another notable feature is that nasal symptoms may occur.,Masurika,validation,hard,308,"smallpox-like eruptive illness with fever, dryness, body ache, joint discomfort, loss of appetite, chills, headache and nasal symptoms as preceding features",controlled paraphrase from source-derived profile
T1_0313,"The clinical picture is mainly headache is present, with additional features of nasal symptoms may occur and fever occurs before the eruption.",Masurika,test,hard,308,"smallpox-like eruptive illness with fever, dryness, body ache, joint discomfort, loss of appetite, chills, headache and nasal symptoms as preceding features",controlled paraphrase from source-derived profile
T1_0314,"The reported symptoms are an eruptive illness develops, fever occurs before the eruption, and body ache is present.",Masurika,test,hard,308,"smallpox-like eruptive illness with fever, dryness, body ache, joint discomfort, loss of appetite, chills, headache and nasal symptoms as preceding features",controlled paraphrase from source-derived profile
T1_0315,"The presentation is suggestive of a disorder with dryness occurs, body ache is present, and appetite is reduced.",Masurika,test,hard,308,"smallpox-like eruptive illness with fever, dryness, body ache, joint discomfort, loss of appetite, chills, headache and nasal symptoms as preceding features",controlled paraphrase from source-derived profile
T1_0316,"A patient presents with skin lesions are present, itching is prominent, and Pama-like itchy lesions may occur.",Kushta,train,easy,317,skin disease with itching and skin lesions; the chapter includes generalized Kushta treatment and specifically mentions itching and Pama-type lesions,controlled paraphrase from source-derived profile
T1_0317,"The main findings are a chronic skin disorder is suspected, along with Pama-like itchy lesions may occur and the condition is classified as a chronic skin disorder.",Kushta,train,easy,317,skin disease with itching and skin lesions; the chapter includes generalized Kushta treatment and specifically mentions itching and Pama-type lesions,controlled paraphrase from source-derived profile
T1_0318,Clinical features include the skin complaint is persistent; the patient also has the condition is classified as a chronic skin disorder and itching is prominent.,Kushta,train,easy,317,skin disease with itching and skin lesions; the chapter includes generalized Kushta treatment and specifically mentions itching and Pama-type lesions,controlled paraphrase from source-derived profile
T1_0319,"The presentation is characterized by skin lesions are present, with itching is prominent and Pama-like itchy lesions may occur occurring together.",Kushta,train,easy,317,skin disease with itching and skin lesions; the chapter includes generalized Kushta treatment and specifically mentions itching and Pama-type lesions,controlled paraphrase from source-derived profile
T1_0320,A case is described with a chronic skin disorder is suspected. Additional findings are Pama-like itchy lesions may occur and the condition is classified as a chronic skin disorder.,Kushta,train,easy,317,skin disease with itching and skin lesions; the chapter includes generalized Kushta treatment and specifically mentions itching and Pama-type lesions,controlled paraphrase from source-derived profile
T1_0321,"The patient reports the skin complaint is persistent and the condition is classified as a chronic skin disorder, with itching is prominent also present.",Kushta,train,medium,317,skin disease with itching and skin lesions; the chapter includes generalized Kushta treatment and specifically mentions itching and Pama-type lesions,controlled paraphrase from source-derived profile
T1_0322,"The dominant complaint is skin lesions are present, accompanied by itching is prominent and Pama-like itchy lesions may occur.",Kushta,train,medium,317,skin disease with itching and skin lesions; the chapter includes generalized Kushta treatment and specifically mentions itching and Pama-type lesions,controlled paraphrase from source-derived profile
T1_0323,"On assessment, a chronic skin disorder is suspected is noted, together with Pama-like itchy lesions may occur and the condition is classified as a chronic skin disorder.",Kushta,train,medium,317,skin disease with itching and skin lesions; the chapter includes generalized Kushta treatment and specifically mentions itching and Pama-type lesions,controlled paraphrase from source-derived profile
T1_0324,"The symptom pattern includes the skin complaint is persistent, the condition is classified as a chronic skin disorder, and itching is prominent.",Kushta,train,medium,317,skin disease with itching and skin lesions; the chapter includes generalized Kushta treatment and specifically mentions itching and Pama-type lesions,controlled paraphrase from source-derived profile
T1_0325,"A typical presentation may include skin lesions are present, while itching is prominent and Pama-like itchy lesions may occur are also observed.",Kushta,train,medium,317,skin disease with itching and skin lesions; the chapter includes generalized Kushta treatment and specifically mentions itching and Pama-type lesions,controlled paraphrase from source-derived profile
T1_0326,The case shows a chronic skin disorder is suspected; associated findings include Pama-like itchy lesions may occur and the condition is classified as a chronic skin disorder.,Kushta,validation,hard,317,skin disease with itching and skin lesions; the chapter includes generalized Kushta treatment and specifically mentions itching and Pama-type lesions,controlled paraphrase from source-derived profile
T1_0327,The patient has the skin complaint is persistent and the condition is classified as a chronic skin disorder; another notable feature is that itching is prominent.,Kushta,validation,hard,317,skin disease with itching and skin lesions; the chapter includes generalized Kushta treatment and specifically mentions itching and Pama-type lesions,controlled paraphrase from source-derived profile
T1_0328,"The clinical picture is mainly skin lesions are present, with additional features of itching is prominent and Pama-like itchy lesions may occur.",Kushta,test,hard,317,skin disease with itching and skin lesions; the chapter includes generalized Kushta treatment and specifically mentions itching and Pama-type lesions,controlled paraphrase from source-derived profile
T1_0329,"The reported symptoms are a chronic skin disorder is suspected, Pama-like itchy lesions may occur, and the condition is classified as a chronic skin disorder.",Kushta,test,hard,317,skin disease with itching and skin lesions; the chapter includes generalized Kushta treatment and specifically mentions itching and Pama-type lesions,controlled paraphrase from source-derived profile
T1_0330,"The presentation is suggestive of a disorder with the skin complaint is persistent, the condition is classified as a chronic skin disorder, and itching is prominent.",Kushta,test,hard,317,skin disease with itching and skin lesions; the chapter includes generalized Kushta treatment and specifically mentions itching and Pama-type lesions,controlled paraphrase from source-derived profile
T1_0331,"A patient presents with white depigmented patches are present, skin discoloration is prominent, and itching may accompany the skin change.",Shwitra,train,easy,327,white depigmented skin patches/white discoloration; the chapter discusses widespread Shwitra and associated itching/skin manifestations,controlled paraphrase from source-derived profile
T1_0332,"The main findings are the white patches may involve multiple body areas, along with itching may accompany the skin change and white depigmented patches are present.",Shwitra,train,easy,327,white depigmented skin patches/white discoloration; the chapter discusses widespread Shwitra and associated itching/skin manifestations,controlled paraphrase from source-derived profile
T1_0333,Clinical features include the condition is centered on white skin patches; the patient also has white depigmented patches are present and the white patches may involve multiple body areas.,Shwitra,train,easy,327,white depigmented skin patches/white discoloration; the chapter discusses widespread Shwitra and associated itching/skin manifestations,controlled paraphrase from source-derived profile
T1_0334,"The presentation is characterized by skin discoloration is prominent, with the white patches may involve multiple body areas and the condition is centered on white skin patches occurring together.",Shwitra,train,easy,327,white depigmented skin patches/white discoloration; the chapter discusses widespread Shwitra and associated itching/skin manifestations,controlled paraphrase from source-derived profile
T1_0335,A case is described with itching may accompany the skin change. Additional findings are the condition is centered on white skin patches and skin discoloration is prominent.,Shwitra,train,easy,327,white depigmented skin patches/white discoloration; the chapter discusses widespread Shwitra and associated itching/skin manifestations,controlled paraphrase from source-derived profile
T1_0336,"The patient reports white depigmented patches are present and skin discoloration is prominent, with itching may accompany the skin change also present.",Shwitra,train,medium,327,white depigmented skin patches/white discoloration; the chapter discusses widespread Shwitra and associated itching/skin manifestations,controlled paraphrase from source-derived profile
T1_0337,"The dominant complaint is the white patches may involve multiple body areas, accompanied by itching may accompany the skin change and white depigmented patches are present.",Shwitra,train,medium,327,white depigmented skin patches/white discoloration; the chapter discusses widespread Shwitra and associated itching/skin manifestations,controlled paraphrase from source-derived profile
T1_0338,"On assessment, the condition is centered on white skin patches is noted, together with white depigmented patches are present and the white patches may involve multiple body areas.",Shwitra,train,medium,327,white depigmented skin patches/white discoloration; the chapter discusses widespread Shwitra and associated itching/skin manifestations,controlled paraphrase from source-derived profile
T1_0339,"The symptom pattern includes skin discoloration is prominent, the white patches may involve multiple body areas, and the condition is centered on white skin patches.",Shwitra,train,medium,327,white depigmented skin patches/white discoloration; the chapter discusses widespread Shwitra and associated itching/skin manifestations,controlled paraphrase from source-derived profile
T1_0340,"A typical presentation may include itching may accompany the skin change, while the condition is centered on white skin patches and skin discoloration is prominent are also observed.",Shwitra,train,medium,327,white depigmented skin patches/white discoloration; the chapter discusses widespread Shwitra and associated itching/skin manifestations,controlled paraphrase from source-derived profile
T1_0341,The case shows white depigmented patches are present; associated findings include skin discoloration is prominent and itching may accompany the skin change.,Shwitra,validation,hard,327,white depigmented skin patches/white discoloration; the chapter discusses widespread Shwitra and associated itching/skin manifestations,controlled paraphrase from source-derived profile
T1_0342,The patient has the white patches may involve multiple body areas and itching may accompany the skin change; another notable feature is that white depigmented patches are present.,Shwitra,validation,hard,327,white depigmented skin patches/white discoloration; the chapter discusses widespread Shwitra and associated itching/skin manifestations,controlled paraphrase from source-derived profile
T1_0343,"The clinical picture is mainly the condition is centered on white skin patches, with additional features of white depigmented patches are present and the white patches may involve multiple body areas.",Shwitra,test,hard,327,white depigmented skin patches/white discoloration; the chapter discusses widespread Shwitra and associated itching/skin manifestations,controlled paraphrase from source-derived profile
T1_0344,"The reported symptoms are skin discoloration is prominent, the white patches may involve multiple body areas, and the condition is centered on white skin patches.",Shwitra,test,hard,327,white depigmented skin patches/white discoloration; the chapter discusses widespread Shwitra and associated itching/skin manifestations,controlled paraphrase from source-derived profile
T1_0345,"The presentation is suggestive of a disorder with itching may accompany the skin change, the condition is centered on white skin patches, and skin discoloration is prominent.",Shwitra,test,hard,327,white depigmented skin patches/white discoloration; the chapter discusses widespread Shwitra and associated itching/skin manifestations,controlled paraphrase from source-derived profile
T1_0346,"A patient presents with stiffness is present, numbness may occur, and spasm or contraction may occur.",Vataroga,train,easy,331,"Vata-related disorders including wasting, spasms, contraction, stiffness, numbness, tremor, facial palsy, lameness, joint displacement and paralysis",controlled paraphrase from source-derived profile
T1_0347,"The main findings are tremor may occur, along with spasm or contraction may occur and facial palsy may occur.",Vataroga,train,easy,331,"Vata-related disorders including wasting, spasms, contraction, stiffness, numbness, tremor, facial palsy, lameness, joint displacement and paralysis",controlled paraphrase from source-derived profile
T1_0348,Clinical features include weakness or wasting may occur; the patient also has facial palsy may occur and paralysis may occur.,Vataroga,train,easy,331,"Vata-related disorders including wasting, spasms, contraction, stiffness, numbness, tremor, facial palsy, lameness, joint displacement and paralysis",controlled paraphrase from source-derived profile
T1_0349,"The presentation is characterized by lameness may occur, with paralysis may occur and stiffness is present occurring together.",Vataroga,train,easy,331,"Vata-related disorders including wasting, spasms, contraction, stiffness, numbness, tremor, facial palsy, lameness, joint displacement and paralysis",controlled paraphrase from source-derived profile
T1_0350,A case is described with joint displacement may occur. Additional findings are stiffness is present and tremor may occur.,Vataroga,train,easy,331,"Vata-related disorders including wasting, spasms, contraction, stiffness, numbness, tremor, facial palsy, lameness, joint displacement and paralysis",controlled paraphrase from source-derived profile
T1_0351,"The patient reports numbness may occur and tremor may occur, with weakness or wasting may occur also present.",Vataroga,train,medium,331,"Vata-related disorders including wasting, spasms, contraction, stiffness, numbness, tremor, facial palsy, lameness, joint displacement and paralysis",controlled paraphrase from source-derived profile
T1_0352,"The dominant complaint is spasm or contraction may occur, accompanied by weakness or wasting may occur and lameness may occur.",Vataroga,train,medium,331,"Vata-related disorders including wasting, spasms, contraction, stiffness, numbness, tremor, facial palsy, lameness, joint displacement and paralysis",controlled paraphrase from source-derived profile
T1_0353,"On assessment, facial palsy may occur is noted, together with lameness may occur and joint displacement may occur.",Vataroga,train,medium,331,"Vata-related disorders including wasting, spasms, contraction, stiffness, numbness, tremor, facial palsy, lameness, joint displacement and paralysis",controlled paraphrase from source-derived profile
T1_0354,"The symptom pattern includes paralysis may occur, joint displacement may occur, and numbness may occur.",Vataroga,train,medium,331,"Vata-related disorders including wasting, spasms, contraction, stiffness, numbness, tremor, facial palsy, lameness, joint displacement and paralysis",controlled paraphrase from source-derived profile
T1_0355,"A typical presentation may include stiffness is present, while numbness may occur and spasm or contraction may occur are also observed.",Vataroga,train,medium,331,"Vata-related disorders including wasting, spasms, contraction, stiffness, numbness, tremor, facial palsy, lameness, joint displacement and paralysis",controlled paraphrase from source-derived profile
T1_0356,The case shows tremor may occur; associated findings include spasm or contraction may occur and facial palsy may occur.,Vataroga,validation,hard,331,"Vata-related disorders including wasting, spasms, contraction, stiffness, numbness, tremor, facial palsy, lameness, joint displacement and paralysis",controlled paraphrase from source-derived profile
T1_0357,The patient has weakness or wasting may occur and facial palsy may occur; another notable feature is that paralysis may occur.,Vataroga,validation,hard,331,"Vata-related disorders including wasting, spasms, contraction, stiffness, numbness, tremor, facial palsy, lameness, joint displacement and paralysis",controlled paraphrase from source-derived profile
T1_0358,"The clinical picture is mainly lameness may occur, with additional features of paralysis may occur and stiffness is present.",Vataroga,test,hard,331,"Vata-related disorders including wasting, spasms, contraction, stiffness, numbness, tremor, facial palsy, lameness, joint displacement and paralysis",controlled paraphrase from source-derived profile
T1_0359,"The reported symptoms are joint displacement may occur, stiffness is present, and tremor may occur.",Vataroga,test,hard,331,"Vata-related disorders including wasting, spasms, contraction, stiffness, numbness, tremor, facial palsy, lameness, joint displacement and paralysis",controlled paraphrase from source-derived profile
T1_0360,"The presentation is suggestive of a disorder with numbness may occur, tremor may occur, and weakness or wasting may occur.",Vataroga,test,hard,331,"Vata-related disorders including wasting, spasms, contraction, stiffness, numbness, tremor, facial palsy, lameness, joint displacement and paralysis",controlled paraphrase from source-derived profile
T1_0361,"A patient presents with painful swelling is present, the legs may be painful, and the pelvic or back region may be painful.",Vatashonita,train,easy,356,"a Vata-blood disorder associated with painful swelling and pain involving the legs, thighs, pelvis, back, sides and jaw",controlled paraphrase from source-derived profile
T1_0362,"The main findings are the thighs may be painful, along with the pelvic or back region may be painful and the jaw may be affected.",Vatashonita,train,easy,356,"a Vata-blood disorder associated with painful swelling and pain involving the legs, thighs, pelvis, back, sides and jaw",controlled paraphrase from source-derived profile
T1_0363,Clinical features include the sides may be painful; the patient also has the jaw may be affected and painful swelling is present.,Vatashonita,train,easy,356,"a Vata-blood disorder associated with painful swelling and pain involving the legs, thighs, pelvis, back, sides and jaw",controlled paraphrase from source-derived profile
T1_0364,"The presentation is characterized by Vata and blood disturbance are emphasized, with painful swelling is present and the thighs may be painful occurring together.",Vatashonita,train,easy,356,"a Vata-blood disorder associated with painful swelling and pain involving the legs, thighs, pelvis, back, sides and jaw",controlled paraphrase from source-derived profile
T1_0365,A case is described with the legs may be painful. Additional findings are the thighs may be painful and the sides may be painful.,Vatashonita,train,easy,356,"a Vata-blood disorder associated with painful swelling and pain involving the legs, thighs, pelvis, back, sides and jaw",controlled paraphrase from source-derived profile
T1_0366,"The patient reports the pelvic or back region may be painful and the sides may be painful, with Vata and blood disturbance are emphasized also present.",Vatashonita,train,medium,356,"a Vata-blood disorder associated with painful swelling and pain involving the legs, thighs, pelvis, back, sides and jaw",controlled paraphrase from source-derived profile
T1_0367,"The dominant complaint is the jaw may be affected, accompanied by Vata and blood disturbance are emphasized and the legs may be painful.",Vatashonita,train,medium,356,"a Vata-blood disorder associated with painful swelling and pain involving the legs, thighs, pelvis, back, sides and jaw",controlled paraphrase from source-derived profile
T1_0368,"On assessment, painful swelling is present is noted, together with the legs may be painful and the pelvic or back region may be painful.",Vatashonita,train,medium,356,"a Vata-blood disorder associated with painful swelling and pain involving the legs, thighs, pelvis, back, sides and jaw",controlled paraphrase from source-derived profile
T1_0369,"The symptom pattern includes the thighs may be painful, the pelvic or back region may be painful, and the jaw may be affected.",Vatashonita,train,medium,356,"a Vata-blood disorder associated with painful swelling and pain involving the legs, thighs, pelvis, back, sides and jaw",controlled paraphrase from source-derived profile
T1_0370,"A typical presentation may include the sides may be painful, while the jaw may be affected and painful swelling is present are also observed.",Vatashonita,train,medium,356,"a Vata-blood disorder associated with painful swelling and pain involving the legs, thighs, pelvis, back, sides and jaw",controlled paraphrase from source-derived profile
T1_0371,The case shows Vata and blood disturbance are emphasized; associated findings include painful swelling is present and the thighs may be painful.,Vatashonita,validation,hard,356,"a Vata-blood disorder associated with painful swelling and pain involving the legs, thighs, pelvis, back, sides and jaw",controlled paraphrase from source-derived profile
T1_0372,The patient has the legs may be painful and the thighs may be painful; another notable feature is that the sides may be painful.,Vatashonita,validation,hard,356,"a Vata-blood disorder associated with painful swelling and pain involving the legs, thighs, pelvis, back, sides and jaw",controlled paraphrase from source-derived profile
T1_0373,"The clinical picture is mainly the pelvic or back region may be painful, with additional features of the sides may be painful and Vata and blood disturbance are emphasized.",Vatashonita,test,hard,356,"a Vata-blood disorder associated with painful swelling and pain involving the legs, thighs, pelvis, back, sides and jaw",controlled paraphrase from source-derived profile
T1_0374,"The reported symptoms are the jaw may be affected, Vata and blood disturbance are emphasized, and the legs may be painful.",Vatashonita,test,hard,356,"a Vata-blood disorder associated with painful swelling and pain involving the legs, thighs, pelvis, back, sides and jaw",controlled paraphrase from source-derived profile
T1_0375,"The presentation is suggestive of a disorder with painful swelling is present, the legs may be painful, and the pelvic or back region may be painful.",Vatashonita,test,hard,356,"a Vata-blood disorder associated with painful swelling and pain involving the legs, thighs, pelvis, back, sides and jaw",controlled paraphrase from source-derived profile
T1_0376,"A patient presents with chest wasting or a chest lesion is present, cough occurs, and nasal symptoms may accompany the complaint.",Urakshata,train,easy,364,"a chest disorder with chest wasting/lesion and associated cough, breathlessness, nasal symptoms and catarrh-like complaints; described as related to Rajayakshma",controlled paraphrase from source-derived profile
T1_0377,"The main findings are breathlessness occurs, along with nasal symptoms may accompany the complaint and the chest is the main affected region.",Urakshata,train,easy,364,"a chest disorder with chest wasting/lesion and associated cough, breathlessness, nasal symptoms and catarrh-like complaints; described as related to Rajayakshma",controlled paraphrase from source-derived profile
T1_0378,Clinical features include the presentation resembles a form of Rajayakshma; the patient also has the chest is the main affected region and cough occurs.,Urakshata,train,easy,364,"a chest disorder with chest wasting/lesion and associated cough, breathlessness, nasal symptoms and catarrh-like complaints; described as related to Rajayakshma",controlled paraphrase from source-derived profile
T1_0379,"The presentation is characterized by chest wasting or a chest lesion is present, with cough occurs and nasal symptoms may accompany the complaint occurring together.",Urakshata,train,easy,364,"a chest disorder with chest wasting/lesion and associated cough, breathlessness, nasal symptoms and catarrh-like complaints; described as related to Rajayakshma",controlled paraphrase from source-derived profile
T1_0380,A case is described with breathlessness occurs. Additional findings are nasal symptoms may accompany the complaint and the chest is the main affected region.,Urakshata,train,easy,364,"a chest disorder with chest wasting/lesion and associated cough, breathlessness, nasal symptoms and catarrh-like complaints; described as related to Rajayakshma",controlled paraphrase from source-derived profile
T1_0381,"The patient reports the presentation resembles a form of Rajayakshma and the chest is the main affected region, with cough occurs also present.",Urakshata,train,medium,364,"a chest disorder with chest wasting/lesion and associated cough, breathlessness, nasal symptoms and catarrh-like complaints; described as related to Rajayakshma",controlled paraphrase from source-derived profile
T1_0382,"The dominant complaint is chest wasting or a chest lesion is present, accompanied by cough occurs and nasal symptoms may accompany the complaint.",Urakshata,train,medium,364,"a chest disorder with chest wasting/lesion and associated cough, breathlessness, nasal symptoms and catarrh-like complaints; described as related to Rajayakshma",controlled paraphrase from source-derived profile
T1_0383,"On assessment, breathlessness occurs is noted, together with nasal symptoms may accompany the complaint and the chest is the main affected region.",Urakshata,train,medium,364,"a chest disorder with chest wasting/lesion and associated cough, breathlessness, nasal symptoms and catarrh-like complaints; described as related to Rajayakshma",controlled paraphrase from source-derived profile
T1_0384,"The symptom pattern includes the presentation resembles a form of Rajayakshma, the chest is the main affected region, and cough occurs.",Urakshata,train,medium,364,"a chest disorder with chest wasting/lesion and associated cough, breathlessness, nasal symptoms and catarrh-like complaints; described as related to Rajayakshma",controlled paraphrase from source-derived profile
T1_0385,"A typical presentation may include chest wasting or a chest lesion is present, while cough occurs and nasal symptoms may accompany the complaint are also observed.",Urakshata,train,medium,364,"a chest disorder with chest wasting/lesion and associated cough, breathlessness, nasal symptoms and catarrh-like complaints; described as related to Rajayakshma",controlled paraphrase from source-derived profile
T1_0386,The case shows breathlessness occurs; associated findings include nasal symptoms may accompany the complaint and the chest is the main affected region.,Urakshata,validation,hard,364,"a chest disorder with chest wasting/lesion and associated cough, breathlessness, nasal symptoms and catarrh-like complaints; described as related to Rajayakshma",controlled paraphrase from source-derived profile
T1_0387,The patient has the presentation resembles a form of Rajayakshma and the chest is the main affected region; another notable feature is that cough occurs.,Urakshata,validation,hard,364,"a chest disorder with chest wasting/lesion and associated cough, breathlessness, nasal symptoms and catarrh-like complaints; described as related to Rajayakshma",controlled paraphrase from source-derived profile
T1_0388,"The clinical picture is mainly chest wasting or a chest lesion is present, with additional features of cough occurs and nasal symptoms may accompany the complaint.",Urakshata,test,hard,364,"a chest disorder with chest wasting/lesion and associated cough, breathlessness, nasal symptoms and catarrh-like complaints; described as related to Rajayakshma",controlled paraphrase from source-derived profile
T1_0389,"The reported symptoms are breathlessness occurs, nasal symptoms may accompany the complaint, and the chest is the main affected region.",Urakshata,test,hard,364,"a chest disorder with chest wasting/lesion and associated cough, breathlessness, nasal symptoms and catarrh-like complaints; described as related to Rajayakshma",controlled paraphrase from source-derived profile
T1_0390,"The presentation is suggestive of a disorder with the presentation resembles a form of Rajayakshma, the chest is the main affected region, and cough occurs.",Urakshata,test,hard,364,"a chest disorder with chest wasting/lesion and associated cough, breathlessness, nasal symptoms and catarrh-like complaints; described as related to Rajayakshma",controlled paraphrase from source-derived profile
T1_0391,"A patient presents with marked mental or behavioral disturbance is present, the condition is classified as endogenous or exogenous, and Pitta-related features may predominate.",Unmada,train,easy,392,"a mental/behavioral disorder described as having endogenous and exogenous forms; the text classifies patterns according to Vata, Pitta and Kapha",controlled paraphrase from source-derived profile
T1_0392,"The main findings are Vata-related features may predominate, along with Pitta-related features may predominate and the main complaint concerns disturbed mental state.",Unmada,train,easy,392,"a mental/behavioral disorder described as having endogenous and exogenous forms; the text classifies patterns according to Vata, Pitta and Kapha",controlled paraphrase from source-derived profile
T1_0393,Clinical features include Kapha-related features may predominate; the patient also has the main complaint concerns disturbed mental state and the condition is classified as endogenous or exogenous.,Unmada,train,easy,392,"a mental/behavioral disorder described as having endogenous and exogenous forms; the text classifies patterns according to Vata, Pitta and Kapha",controlled paraphrase from source-derived profile
T1_0394,"The presentation is characterized by marked mental or behavioral disturbance is present, with the condition is classified as endogenous or exogenous and Pitta-related features may predominate occurring together.",Unmada,train,easy,392,"a mental/behavioral disorder described as having endogenous and exogenous forms; the text classifies patterns according to Vata, Pitta and Kapha",controlled paraphrase from source-derived profile
T1_0395,A case is described with Vata-related features may predominate. Additional findings are Pitta-related features may predominate and the main complaint concerns disturbed mental state.,Unmada,train,easy,392,"a mental/behavioral disorder described as having endogenous and exogenous forms; the text classifies patterns according to Vata, Pitta and Kapha",controlled paraphrase from source-derived profile
T1_0396,"The patient reports Kapha-related features may predominate and the main complaint concerns disturbed mental state, with the condition is classified as endogenous or exogenous also present.",Unmada,train,medium,392,"a mental/behavioral disorder described as having endogenous and exogenous forms; the text classifies patterns according to Vata, Pitta and Kapha",controlled paraphrase from source-derived profile
T1_0397,"The dominant complaint is marked mental or behavioral disturbance is present, accompanied by the condition is classified as endogenous or exogenous and Pitta-related features may predominate.",Unmada,train,medium,392,"a mental/behavioral disorder described as having endogenous and exogenous forms; the text classifies patterns according to Vata, Pitta and Kapha",controlled paraphrase from source-derived profile
T1_0398,"On assessment, Vata-related features may predominate is noted, together with Pitta-related features may predominate and the main complaint concerns disturbed mental state.",Unmada,train,medium,392,"a mental/behavioral disorder described as having endogenous and exogenous forms; the text classifies patterns according to Vata, Pitta and Kapha",controlled paraphrase from source-derived profile
T1_0399,"The symptom pattern includes Kapha-related features may predominate, the main complaint concerns disturbed mental state, and the condition is classified as endogenous or exogenous.",Unmada,train,medium,392,"a mental/behavioral disorder described as having endogenous and exogenous forms; the text classifies patterns according to Vata, Pitta and Kapha",controlled paraphrase from source-derived profile
T1_0400,"A typical presentation may include marked mental or behavioral disturbance is present, while the condition is classified as endogenous or exogenous and Pitta-related features may predominate are also observed.",Unmada,train,medium,392,"a mental/behavioral disorder described as having endogenous and exogenous forms; the text classifies patterns according to Vata, Pitta and Kapha",controlled paraphrase from source-derived profile
T1_0401,The case shows Vata-related features may predominate; associated findings include Pitta-related features may predominate and the main complaint concerns disturbed mental state.,Unmada,validation,hard,392,"a mental/behavioral disorder described as having endogenous and exogenous forms; the text classifies patterns according to Vata, Pitta and Kapha",controlled paraphrase from source-derived profile
T1_0402,The patient has Kapha-related features may predominate and the main complaint concerns disturbed mental state; another notable feature is that the condition is classified as endogenous or exogenous.,Unmada,validation,hard,392,"a mental/behavioral disorder described as having endogenous and exogenous forms; the text classifies patterns according to Vata, Pitta and Kapha",controlled paraphrase from source-derived profile
T1_0403,"The clinical picture is mainly marked mental or behavioral disturbance is present, with additional features of the condition is classified as endogenous or exogenous and Pitta-related features may predominate.",Unmada,test,hard,392,"a mental/behavioral disorder described as having endogenous and exogenous forms; the text classifies patterns according to Vata, Pitta and Kapha",controlled paraphrase from source-derived profile
T1_0404,"The reported symptoms are Vata-related features may predominate, Pitta-related features may predominate, and the main complaint concerns disturbed mental state.",Unmada,test,hard,392,"a mental/behavioral disorder described as having endogenous and exogenous forms; the text classifies patterns according to Vata, Pitta and Kapha",controlled paraphrase from source-derived profile
T1_0405,"The presentation is suggestive of a disorder with Kapha-related features may predominate, the main complaint concerns disturbed mental state, and the condition is classified as endogenous or exogenous.",Unmada,test,hard,392,"a mental/behavioral disorder described as having endogenous and exogenous forms; the text classifies patterns according to Vata, Pitta and Kapha",controlled paraphrase from source-derived profile
T1_0406,"A patient presents with eye pain may occur, vision may be disturbed, and night blindness may occur.",Netra Roga,train,easy,397,"eye disorders including eye pain, visual disturbance and conditions such as Timira and night blindness; the chapter covers multiple eye complaints",controlled paraphrase from source-derived profile
T1_0407,"The main findings are Timira-like visual difficulty may occur, along with night blindness may occur and the complaint is centered on the eyes.",Netra Roga,train,easy,397,"eye disorders including eye pain, visual disturbance and conditions such as Timira and night blindness; the chapter covers multiple eye complaints",controlled paraphrase from source-derived profile
T1_0408,Clinical features include ocular burning may occur; the patient also has the complaint is centered on the eyes and vision may be disturbed.,Netra Roga,train,easy,397,"eye disorders including eye pain, visual disturbance and conditions such as Timira and night blindness; the chapter covers multiple eye complaints",controlled paraphrase from source-derived profile
T1_0409,"The presentation is characterized by eye pain may occur, with vision may be disturbed and night blindness may occur occurring together.",Netra Roga,train,easy,397,"eye disorders including eye pain, visual disturbance and conditions such as Timira and night blindness; the chapter covers multiple eye complaints",controlled paraphrase from source-derived profile
T1_0410,A case is described with Timira-like visual difficulty may occur. Additional findings are night blindness may occur and the complaint is centered on the eyes.,Netra Roga,train,easy,397,"eye disorders including eye pain, visual disturbance and conditions such as Timira and night blindness; the chapter covers multiple eye complaints",controlled paraphrase from source-derived profile
T1_0411,"The patient reports ocular burning may occur and the complaint is centered on the eyes, with vision may be disturbed also present.",Netra Roga,train,medium,397,"eye disorders including eye pain, visual disturbance and conditions such as Timira and night blindness; the chapter covers multiple eye complaints",controlled paraphrase from source-derived profile
T1_0412,"The dominant complaint is eye pain may occur, accompanied by vision may be disturbed and night blindness may occur.",Netra Roga,train,medium,397,"eye disorders including eye pain, visual disturbance and conditions such as Timira and night blindness; the chapter covers multiple eye complaints",controlled paraphrase from source-derived profile
T1_0413,"On assessment, Timira-like visual difficulty may occur is noted, together with night blindness may occur and the complaint is centered on the eyes.",Netra Roga,train,medium,397,"eye disorders including eye pain, visual disturbance and conditions such as Timira and night blindness; the chapter covers multiple eye complaints",controlled paraphrase from source-derived profile
